Temperature (K)	Pressure (MPa)	"Density (l, mol/m3)"	"Volume (l, m3/mol)"	"Internal Energy (l, kJ/mol)"	"Enthalpy (l, kJ/mol)"	"Entropy (l, J/mol*K)"	"Cv (l, J/mol*K)"	"Cp (l, J/mol*K)"	"Density (v, mol/m3)"	"Volume (v, m3/mol)"	"Internal Energy (v, kJ/mol)"	"Enthalpy (v, kJ/mol)"	"Entropy (v, J/mol*K)"	"Cv (v, J/mol*K)"	"Cp (v, J/mol*K)"
485	1.979231261	47207.10448	2.12E-05	16.28143936	16.32336591	43.99025855	59.01040442	82.19092109	551.735859	0.001812461	46.82076487	50.40804533	114.2679481	38.81368063	57.32313852
486	2.018767092	47138.5782	2.12E-05	16.36301671	16.40584293	44.15841286	58.9480342	82.30100131	562.5151467	0.00177773	46.82663807	50.41546071	114.1370503	38.95058309	57.63559881
487	2.058912294	47069.73613	2.12E-05	16.44468761	16.48842935	44.32641732	58.8859812	82.41259663	573.4669068	0.00174378	46.83229413	50.42258377	114.0064059	39.08798543	57.95139681
488	2.099673239	47000.57597	2.13E-05	16.52645317	16.57112652	44.49427492	58.82424608	82.52573196	584.5934822	0.00171059	46.83773111	50.429412	113.8760075	39.22588768	58.27058769
489	2.141056333	46931.09536	2.13E-05	16.60831452	16.6539358	44.66198864	58.76282955	82.64043286	595.8972505	0.001678142	46.84294707	50.43594289	113.7458477	39.36429024	58.59322852
490	2.183068013	46861.29192	2.13E-05	16.6902728	16.73685855	44.8295615	58.70173236	82.7567255	607.3806254	0.001646414	46.84794	50.44217387	113.6159193	39.50319382	58.91937828
491	2.225714747	46791.1632	2.14E-05	16.77232917	16.81989616	44.99699652	58.6409553	82.87463674	619.0460571	0.001615389	46.8527079	50.44810233	113.4862148	39.64259953	59.24909793
492	2.269003035	46720.70671	2.14E-05	16.85448479	16.90305005	45.16429675	58.58049921	82.99419412	630.8960335	0.001585047	46.85724873	50.45372567	113.3567269	39.78250876	59.58245047
493	2.312939411	46649.91991	2.14E-05	16.93674086	16.98632164	45.33146524	58.52036498	83.11542589	642.9330808	0.001555372	46.8615604	50.45904119	113.2274481	39.9229233	59.91950097
494	2.357530437	46578.80021	2.15E-05	17.01909857	17.06971238	45.49850508	58.46055355	83.23836105	655.1597648	0.001526345	46.86564081	50.46404621	113.0983711	40.06384523	60.26031663
495	2.40278271	46507.34497	2.15E-05	17.10155916	17.15322375	45.66541935	58.4010659	83.36302932	667.5786916	0.001497951	46.86948782	50.46873798	112.9694885	40.20527699	60.60496684
496	2.448702858	46435.55149	2.15E-05	17.18412386	17.23685723	45.83221118	58.34190307	83.48946125	680.1925085	0.001470172	46.87309928	50.47311372	112.8407928	40.34722136	60.95352326
497	2.49529754	46363.41702	2.16E-05	17.26679393	17.32061433	45.9988837	58.28306616	83.61768817	693.0039054	0.001442993	46.87647296	50.47717062	112.7122766	40.48968144	61.30605983
498	2.542573448	46290.93876	2.16E-05	17.34957066	17.4044966	46.16544008	58.22455631	83.74774223	706.0156156	0.001416399	46.87960665	50.48090581	112.5839325	40.63266064	61.66265286
499	2.590537307	46218.11385	2.16E-05	17.43245532	17.48850558	46.33188348	58.16637474	83.87965649	719.2304169	0.001390375	46.88249806	50.4843164	112.4557529	40.77616273	62.02338111
500	2.639195872	46144.93937	2.17E-05	17.51544925	17.57264286	46.49821711	58.10852272	84.01346487	732.6511329	0.001364906	46.88514489	50.48739944	112.3277303	40.92019177	62.38832582
501	2.688555932	46071.41234	2.17E-05	17.59855377	17.65691004	46.6644442	58.05100158	84.14920221	746.2806339	0.001339978	46.88754481	50.49015194	112.1998572	41.06475217	62.75757081
502	2.738624309	45997.52974	2.17E-05	17.68177024	17.74130875	46.830568	57.99381271	84.28690433	760.1218382	0.001315579	46.88969542	50.49257087	112.072126	41.20984862	63.13120255
503	2.789407856	45923.28845	2.18E-05	17.76510004	17.82584063	46.99659178	57.93695757	84.42660801	774.1777138	0.001291693	46.89159432	50.49465316	111.9445292	41.35548617	63.50931021
504	2.84091346	45848.68533	2.18E-05	17.84854456	17.91050737	47.16251885	57.88043771	84.56835109	788.4512789	0.001268309	46.89323904	50.49639568	111.8170591	41.50167013	63.89198579
505	2.893148039	45773.71714	2.18E-05	17.93210523	17.99531067	47.32835253	57.8242547	84.71217242	802.9456037	0.001245414	46.89462709	50.49779525	111.6897081	41.64840614	64.27932412
506	2.946118546	45698.3806	2.19E-05	18.01578349	18.08025227	47.49409619	57.76841024	84.858112	817.6638119	0.001222997	46.89575592	50.49884867	111.5624685	41.79570017	64.67142306
507	2.999831965	45622.67235	2.19E-05	18.09958081	18.16533391	47.65975321	57.71290608	85.00621092	832.6090819	0.001201044	46.89662297	50.49955264	111.4353326	41.94355844	65.06838347
508	3.054295316	45546.58897	2.20E-05	18.18349867	18.25055738	47.82532701	57.65774403	85.15651147	847.7846481	0.001179545	46.89722559	50.49990385	111.3082925	42.0919875	65.47030939
509	3.109515649	45470.12695	2.20E-05	18.2675386	18.3359245	47.99082105	57.60292602	85.30905716	863.1938029	0.001158488	46.89756113	50.49989891	111.1813405	42.2409942	65.8773081
510	3.165500051	45393.28274	2.20E-05	18.35170213	18.42143711	48.15623879	57.54845403	85.46389275	878.8398979	0.001137864	46.89762687	50.4995344	111.0544688	42.39058567	66.28949023
511	3.222255641	45316.05269	2.21E-05	18.43599082	18.50709709	48.32158377	57.49433014	85.62106432	894.7263458	0.00111766	46.89742004	50.49880683	110.9276694	42.54076933	66.70696987
512	3.279789571	45238.43308	2.21E-05	18.52040627	18.59290634	48.48685953	57.44055652	85.78061931	910.8566217	0.001097868	46.89693784	50.49771264	110.8009343	42.69155288	67.12986467
513	3.338109028	45160.42011	2.21E-05	18.60495011	18.6788668	48.65206966	57.38713542	85.94260657	927.2342655	0.001078476	46.8961774	50.49624822	110.6742557	42.84294432	67.55829596
514	3.397221234	45082.00992	2.22E-05	18.68962397	18.76498044	48.81721779	57.33406921	86.10707639	943.8628829	0.001059476	46.89513582	50.49440992	110.5476253	42.99495192	67.9923889
515	3.457133446	45003.19855	2.22E-05	18.77442953	18.85124926	48.98230759	57.28136033	86.2740806	960.7461481	0.001040858	46.89381013	50.492194	110.4210352	43.14758421	68.43227253
516	3.517852954	44923.98195	2.23E-05	18.85936851	18.9376753	49.14734275	57.22901134	86.4436726	977.8878052	0.001022612	46.89219731	50.48959666	110.2944772	43.30085002	68.87808001
517	3.579387085	44844.356	2.23E-05	18.94444263	19.02426064	49.31232704	57.17702488	86.61590742	995.2916704	0.001004731	46.8902943	50.48661404	110.1679429	43.45475842	69.32994867
518	3.641743199	44764.31649	2.23E-05	19.02965367	19.11100738	49.47726423	57.12540373	86.7908418	1012.961634	0.000987204	46.88809797	50.48324222	110.0414242	43.60931877	69.78802018
519	3.704928694	44683.8591	2.24E-05	19.11500342	19.19791767	49.64215818	57.07415077	86.96853422	1030.901663	0.000970025	46.88560512	50.47947719	109.9149126	43.76454068	70.25244073
520	3.768951003	44602.97945	2.24E-05	19.20049372	19.2849937	49.80701275	57.02326898	87.14904503	1049.115802	0.000953184	46.88281252	50.47531489	109.7883996	43.920434	70.72336115
521	3.833817595	44521.67304	2.25E-05	19.28612644	19.3722377	49.97183189	56.97276147	87.33243645	1067.608179	0.000936673	46.87971685	50.47075116	109.6618769	44.07700884	71.2009371
522	3.899535976	44439.93527	2.25E-05	19.37190347	19.45965193	50.13661958	56.92263148	87.51877271	1086.383002	0.000920486	46.87631475	50.46578179	109.5353358	44.23427558	71.68532923
523	3.966113688	44357.76146	2.25E-05	19.45782677	19.54723871	50.30137984	56.87288237	87.70812009	1105.444568	0.000904613	46.87260278	50.46040248	109.4087675	44.39224481	72.17670339
524	4.033558312	44275.1468	2.26E-05	19.54389829	19.63500038	50.46611677	56.82351763	87.90054701	1124.79726	0.000889049	46.86857743	50.45460885	109.2821635	44.55092738	72.67523078
525	4.101877465	44192.0864	2.26E-05	19.63012007	19.72293934	50.63083452	56.77454089	88.09612414	1144.445554	0.000873786	46.86423514	50.44839644	109.1555147	44.71033436	73.18108818
526	4.171078802	44108.57523	2.27E-05	19.71649414	19.81105804	50.79553727	56.72595593	88.29492445	1164.39402	0.000858816	46.85957226	50.4417607	109.0288123	44.87047706	73.69445817
527	4.241170017	44024.60818	2.27E-05	19.80302262	19.89935897	50.96022929	56.67776665	88.49702336	1184.647325	0.000844133	46.85458508	50.43469701	108.9020472	45.03136702	74.21552932
528	4.312158844	43940.17999	2.28E-05	19.88970763	19.98784466	51.1249149	56.62997712	88.70249878	1205.210233	0.000829731	46.8492698	50.42720062	108.7752103	45.19301597	74.74449646
529	4.384053053	43855.28531	2.28E-05	19.97655135	20.07651771	51.28959849	56.58259157	88.91143129	1226.087617	0.000815602	46.84362256	50.41926674	108.6482923	45.35543591	75.28156091
530	4.456860456	43769.91864	2.28E-05	20.06355601	20.16538075	51.45428451	56.53561438	89.12390417	1247.284452	0.000801742	46.8376394	50.41089044	108.5212839	45.51863901	75.82693073
531	4.530588906	43684.07438	2.29E-05	20.15072388	20.25443648	51.61897749	56.48905012	89.34000358	1268.805824	0.000788143	46.83131631	50.40206671	108.3941757	45.68263766	76.380821
532	4.605246295	43597.74678	2.29E-05	20.23805728	20.34368765	51.783682	56.44290349	89.55981865	1290.656934	0.000774799	46.82464915	50.39279044	108.2669579	45.84744449	76.94345414
533	4.680840555	43510.92995	2.30E-05	20.32555857	20.43313707	51.94840272	56.39717942	89.78344163	1312.843099	0.000761706	46.81763374	50.38305641	108.139621	46.0130723	77.51506018
534	4.757379664	43423.61788	2.30E-05	20.41323018	20.5227876	52.11314439	56.35188299	90.010968	1335.369757	0.000748856	46.81026577	50.3728593	108.0121551	46.1795341	78.09587706
535	4.834871637	43335.8044	2.31E-05	20.50107457	20.61264217	52.27791182	56.3070195	90.24249665	1358.242473	0.000736246	46.80254086	50.36219367	107.8845502	46.34684312	78.68615104
536	4.913324535	43247.48321	2.31E-05	20.58909426	20.70270375	52.44270993	56.26259444	90.47812999	1381.466938	0.000723868	46.79445453	50.35105397	107.7567962	46.51501279	79.286137
537	4.992746463	43158.64783	2.32E-05	20.67729185	20.79297542	52.6075437	56.21861351	90.71797415	1405.048981	0.000711719	46.78600219	50.33943452	107.6288828	46.68405673	79.89609883
538	5.073145568	43069.29164	2.32E-05	20.76566996	20.88346027	52.77241821	56.17508262	90.96213911	1428.994566	0.000699793	46.77717917	50.32732953	107.5007997	46.85398877	80.51630985
539	5.154530042	42979.40786	2.33E-05	20.85423129	20.97416151	52.93733861	56.13200792	91.2107389	1453.309802	0.000688085	46.76798066	50.31473307	107.3725363	47.02482294	81.1470532
540	5.236908124	42888.98952	2.33E-05	20.9429786	21.06508239	53.10231018	56.08939579	91.46389178	1478.000946	0.00067659	46.75840178	50.30163911	107.2440819	47.19657348	81.78862233
541	5.320288097	42798.02951	2.34E-05	21.03191471	21.15622623	53.26733828	56.04725284	91.72172044	1503.074407	0.000665303	46.7484375	50.28804144	107.1154256	47.36925485	82.44132142
542	5.404678292	42706.5205	2.34E-05	21.12104252	21.24759645	53.43242836	56.00558595	91.98435219	1528.536755	0.00065422	46.7380827	50.27393375	106.9865562	47.54288171	83.10546594
543	5.490087089	42614.45501	2.35E-05	21.21036497	21.33919654	53.597586	55.96440226	92.25191922	1554.394724	0.000643337	46.72733213	50.25930956	106.8574627	47.71746894	83.78138312
544	5.576522913	42521.82534	2.35E-05	21.2998851	21.43103005	53.76281687	55.92370918	92.52455877	1580.655215	0.000632649	46.7161804	50.24416226	106.7281334	47.89303164	84.46941255
545	5.66399424	42428.62361	2.36E-05	21.389606	21.52310065	53.92812677	55.8835144	92.80241344	1607.325311	0.000622152	46.70462202	50.22848505	106.5985569	48.06958514	85.16990677
546	5.752509597	42334.84171	2.36E-05	21.47953086	21.61541207	54.0935216	55.84382593	93.0856314	1634.412275	0.000611841	46.69265135	50.21227102	106.4687211	48.24714503	85.88323188
547	5.84207756	42240.47135	2.37E-05	21.56966292	21.70796814	54.2590074	55.80465207	93.37436668	1661.92356	0.000601712	46.6802626	50.19551306	106.3386142	48.4257271	86.60976824
548	5.932706758	42145.50399	2.37E-05	21.66000552	21.80077277	54.42459033	55.76600144	93.66877947	1689.866816	0.000591763	46.66744985	50.17820389	106.2082238	48.60534743	87.34991114
549	6.024405873	42049.93088	2.38E-05	21.75056208	21.89382999	54.59027669	55.72788302	93.96903643	1718.249899	0.000581988	46.65420703	50.16033608	106.0775373	48.78602235	88.10407158
550	6.117183639	41953.74301	2.38E-05	21.84133611	21.98714392	54.7560729	55.69030611	94.27531097	1747.080875	0.000572383	46.64052792	50.14190197	105.9465421	48.96776846	88.87267706
551	6.211048848	41856.93115	2.39E-05	21.9323312	22.08071878	54.92198555	55.65328042	94.58778366	1776.368033	0.000562946	46.62640613	50.12289375	105.8152251	49.15060265	89.65617242
552	6.306010344	41759.4858	2.39E-05	22.02355105	22.1745589	55.08802135	55.61681599	94.90664254	1806.119889	0.000553673	46.6118351	50.1033034	105.683573	49.33454211	90.45502074
553	6.402077031	41661.3972	2.40E-05	22.11499944	22.26866872	55.25418719	55.58092331	95.23208356	1836.345198	0.00054456	46.59680812	50.0831227	105.5515723	49.51960434	91.26970433
554	6.499257869	41562.65531	2.41E-05	22.20668027	22.3630528	55.42049011	55.54561327	95.56431094	1867.052961	0.000535603	46.58131827	50.06234319	105.4192092	49.70580717	92.10072568
555	6.597561879	41463.24981	2.41E-05	22.29859752	22.45771583	55.58693731	55.51089718	95.90353766	1898.25244	0.0005268	46.56535848	50.04095622	105.2864695	49.89316877	92.94860862
556	6.696998143	41363.17008	2.42E-05	22.39075531	22.55266259	55.75353618	55.47678683	96.24998588	1929.95316	0.000518147	46.54892146	50.0189529	105.1533389	50.08170765	93.81389943
557	6.797575802	41262.4052	2.42E-05	22.48315786	22.64789803	55.92029428	55.4432945	96.60388748	1962.164929	0.000509641	46.53199972	49.9963241	105.0198025	50.27144273	94.69716806
558	6.899304063	41160.94393	2.43E-05	22.57580949	22.74342722	56.08721937	55.41043294	96.96548453	1994.897842	0.000501279	46.51458558	49.97306046	104.8858452	50.4623933	95.5990095
559	7.002192196	41058.77468	2.44E-05	22.66871466	22.83925536	56.25431939	55.37821546	97.33502995	2028.1623	0.000493057	46.49667114	49.94915233	104.7514517	50.65457908	96.52004511
560	7.106249538	40955.88555	2.44E-05	22.76187797	22.93538782	56.42160252	55.34665591	97.71278799	2061.969015	0.000484973	46.47824826	49.92458983	104.6166061	50.84802022	97.46092415
561	7.211485492	40852.26424	2.45E-05	22.85530413	23.0318301	56.58907711	55.31576871	98.09903499	2096.32903	0.000477024	46.45930858	49.89936278	104.4812922	51.04273732	98.42232538
562	7.317909533	40747.8981	2.45E-05	22.948998	23.12858786	56.75675176	55.2855689	98.49405997	2131.253732	0.000469207	46.43984349	49.87346072	104.3454935	51.23875147	99.40495875
563	7.425531205	40642.7741	2.46E-05	23.04296457	23.22566694	56.92463529	55.25607217	98.89816543	2166.754862	0.00046152	46.41984413	49.84687287	104.2091929	51.43608427	100.4095673
564	7.534360122	40536.87878	2.47E-05	23.13720901	23.32307334	57.09273679	55.22729487	99.31166811	2202.844539	0.000453958	46.39930137	49.81958818	104.072373	51.63475785	101.4369289
565	7.644405977	40430.19828	2.47E-05	23.23173661	23.42081325	57.26106557	55.19925407	99.73489982	2239.535268	0.000446521	46.37820582	49.79159523	103.935016	51.83479489	102.4878586
566	7.755678536	40322.71828	2.48E-05	23.32655285	23.51889303	57.42963122	55.17196756	100.1682083	2276.839965	0.000439205	46.35654778	49.76288229	103.7971034	52.03621868	103.5632108
567	7.868187643	40214.42402	2.49E-05	23.42166338	23.61731923	57.5984436	55.14545395	100.6119584	2314.77197	0.000432008	46.33431728	49.73343725	103.6586165	52.23905311	104.6638817
568	7.981943223	40105.30024	2.49E-05	23.517074	23.71609864	57.76751288	55.11973265	101.0665329	2353.34507	0.000424927	46.311504	49.70324767	103.5195358	52.44332274	105.7908117
569	8.096955283	39995.33122	2.50E-05	23.61279072	23.81523823	57.9368495	55.09482396	101.5323334	2392.573519	0.00041796	46.28809734	49.67230068	103.3798415	52.64905281	106.9449885
570	8.213233912	39884.50067	2.51E-05	23.70881974	23.91474519	58.10646425	55.07074911	102.0097823	2432.472059	0.000411104	46.26408632	49.64058303	103.2395131	52.8562693	108.1274496
571	8.330789288	39772.79178	2.51E-05	23.80516746	24.01462697	58.27636822	55.04753027	102.4993232	2473.055944	0.000404358	46.23945962	49.60808106	103.0985295	53.06499895	109.3392863
572	8.449631676	39660.18718	2.52E-05	23.90184049	24.11489122	58.44657286	55.02519068	103.001423	2514.340968	0.000397719	46.21420555	49.57478066	102.9568691	53.2752693	110.5816466
573	8.569771434	39546.66889	2.53E-05	23.99884567	24.21554588	58.61709	55.00375464	103.5165728	2556.343484	0.000391184	46.18831202	49.54066724	102.8145095	53.48710875	111.855739
574	8.691219012	39432.2183	2.54E-05	24.09619005	24.31659914	58.78793182	54.98324762	104.0452902	2599.080438	0.000384751	46.16176655	49.50572577	102.6714277	53.70054662	113.1628369
575	8.813984955	39316.81616	2.54E-05	24.19388096	24.41805946	58.95911091	54.96369632	104.5881205	2642.569398	0.00037842	46.13455622	49.4699407	102.5276	53.91561316	114.5042827
576	8.938079912	39200.44254	2.55E-05	24.29192594	24.51993561	59.13064028	54.9451287	105.1456389	2686.828584	0.000372186	46.10666766	49.43329593	102.3830019	54.13233965	115.8814928
577	9.063514628	39083.07678	2.56E-05	24.39033283	24.62223665	59.30253339	54.92757415	105.7184526	2731.876902	0.000366049	46.07808705	49.39577483	102.2376082	54.35075842	117.2959626
578	9.190299958	38964.69749	2.57E-05	24.48910975	24.72497196	59.47480415	54.91106348	106.3072029	2777.733979	0.000360006	46.04880005	49.3573602	102.0913928	54.57090296	118.7492721
579	9.318446862	38845.28245	2.57E-05	24.58826508	24.82815128	59.64746695	54.89562908	106.9125678	2824.420203	0.000354055	46.01879182	49.31803421	101.9443287	54.79280794	120.2430924
