Temperature (K)	Pressure (MPa)	"Density (l, mol/m3)"	"Volume (l, m3/mol)"	"Internal Energy (l, kJ/mol)"	"Enthalpy (l, kJ/mol)"	"Entropy (l, J/mol*K)"	"Cv (l, J/mol*K)"	"Cp (l, J/mol*K)"	Density (mol/m3)	Volume (m3/mol)	Internal Energy (kJ/mol)	Enthalpy (kJ/mol)	Entropy (J/mol*K)	Cv (J/mol*K)	Cp (J/mol*K)	Phase
749	1								161.9739373	0.006173833	55.56255127	61.73638403	138.6373157	30.10277211	38.84386675	vapor
750	1								161.750592	0.006182358	55.5928744	61.77523198	138.6891475	30.11306246	38.85205344	vapor
751	1								161.5278885	0.006190881	55.62320675	61.81408815	138.7409212	30.12337405	38.86027609	vapor
752	1								161.3058239	0.006199404	55.65354836	61.85295255	138.792637	30.1337067	38.86853439	vapor
753	1								161.0843953	0.006207926	55.68389926	61.89182523	138.8442951	30.14406022	38.87682801	vapor
754	1								160.8635998	0.006216447	55.71425948	61.93070622	138.8958956	30.15443443	38.88515663	vapor
755	1								160.6434345	0.006224967	55.74462904	61.96959555	138.9474388	30.16482914	38.89351995	vapor
756	1								160.4238966	0.006233485	55.77500797	62.00849327	138.9989249	30.17524418	38.90191764	vapor
757	1								160.2049831	0.006242003	55.80539631	62.0473994	139.050354	30.18567936	38.91034941	vapor
758	1								159.9866913	0.00625052	55.83579406	62.08631398	139.1017264	30.19613451	38.91881495	vapor
759	1								159.7690184	0.006259036	55.86620127	62.12523704	139.1530422	30.20660945	38.92731397	vapor
760	1								159.5519615	0.006267551	55.89661797	62.16416862	139.2043017	30.21710402	38.93584616	vapor
761	1								159.3355179	0.006276065	55.92704416	62.20310874	139.255505	30.22761805	38.94441124	vapor
762	1								159.1196848	0.006284578	55.95747989	62.24205745	139.3066524	30.23815136	38.95300891	vapor
763	1								158.9044596	0.00629309	55.98792518	62.28101477	139.357744	30.24870378	38.96163888	vapor
764	1								158.6898394	0.006301601	56.01838006	62.31998074	139.4087799	30.25927517	38.97030088	vapor
765	1								158.4758216	0.006310111	56.04884454	62.35895538	139.4597605	30.26986534	38.97899463	vapor
766	1								158.2624035	0.00631862	56.07931866	62.39793874	139.5106859	30.28047414	38.98771984	vapor
767	1								158.0495824	0.006327128	56.10980244	62.43693083	139.5615562	30.29110141	38.99647625	vapor
768	1								157.8373557	0.006335636	56.14029591	62.4759317	139.6123717	30.301747	39.00526358	vapor
769	1								157.6257207	0.006344142	56.17079909	62.51494137	139.6631325	30.31241074	39.01408156	vapor
770	1								157.4146749	0.006352648	56.201312	62.55395987	139.7138388	30.32309249	39.02292994	vapor
771	1								157.2042156	0.006361153	56.23183467	62.59298724	139.7644908	30.33379208	39.03180844	vapor
772	1								156.9943402	0.006369656	56.26236712	62.6320235	139.8150887	30.34450937	39.0407168	vapor
773	1								156.7850462	0.006378159	56.29290939	62.67106868	139.8656326	30.35524421	39.04965478	vapor
774	1								156.576331	0.006386661	56.32346148	62.71012282	139.9161228	30.36599645	39.05862212	vapor
775	1								156.3681921	0.006395163	56.35402343	62.74918594	139.9665593	30.37676594	39.06761855	vapor
776	1								156.1606269	0.006403663	56.38459525	62.78825807	140.0169425	30.38755254	39.07664385	vapor
777	1								155.953633	0.006412162	56.41517698	62.82733924	140.0672724	30.3983561	39.08569775	vapor
778	1								155.7472079	0.006420661	56.44576862	62.86642947	140.1175492	30.40917649	39.09478002	vapor
779	1								155.5413491	0.006429159	56.47637022	62.9055288	140.1677732	30.42001355	39.10389042	vapor
780	1								155.3360541	0.006437655	56.50698178	62.94463726	140.2179444	30.43086716	39.1130287	vapor
781	1								155.1313206	0.006446152	56.53760334	62.98375487	140.268063	30.44173716	39.12219463	vapor
782	1								154.927146	0.006454647	56.56823491	63.02288166	140.3181293	30.45262344	39.13138798	vapor
783	1								154.7235279	0.006463141	56.59887651	63.06201766	140.3681434	30.46352584	39.14060852	vapor
784	1								154.5204641	0.006471635	56.62952817	63.10116289	140.4181054	30.47444424	39.149856	vapor
785	1								154.317952	0.006480127	56.66018991	63.14031738	140.4680155	30.48537851	39.15913022	vapor
786	1								154.1159893	0.006488619	56.69086174	63.17948116	140.5178739	30.4963285	39.16843095	vapor
787	1								153.9145737	0.006497111	56.7215437	63.21865425	140.5676808	30.5072941	39.17775795	vapor
788	1								153.7137028	0.006505601	56.7522358	63.25783668	140.6174363	30.51827517	39.18711102	vapor
789	1								153.5133743	0.00651409	56.78293806	63.29702848	140.6671405	30.52927158	39.19648994	vapor
790	1								153.3135859	0.006522579	56.81365051	63.33622967	140.7167937	30.54028321	39.20589448	vapor
791	1								153.1143353	0.006531067	56.84437316	63.37544028	140.766396	30.55130993	39.21532444	vapor
792	1								152.9156202	0.006539554	56.87510603	63.41466033	140.8159475	30.56235162	39.2247796	vapor
793	1								152.7174383	0.006548041	56.90584915	63.45388984	140.8654485	30.57340815	39.23425975	vapor
794	1								152.5197874	0.006556526	56.93660254	63.49312885	140.9148991	30.5844794	39.2437647	vapor
795	1								152.3226653	0.006565011	56.9673662	63.53237738	140.9642994	30.59556526	39.25329422	vapor
796	1								152.1260696	0.006573495	56.99814017	63.57163545	141.0136495	30.60666559	39.26284813	vapor
797	1								151.9299983	0.006581979	57.02892447	63.61090309	141.0629498	30.61778029	39.27242621	vapor
798	1								151.7344491	0.006590461	57.05971911	63.65018031	141.1122002	30.62890923	39.28202826	vapor
799	1								151.5394197	0.006598943	57.0905241	63.68946715	141.161401	30.64005229	39.2916541	vapor
800	1								151.3449081	0.006607424	57.12133948	63.72876363	141.2105524	30.65120937	39.30130352	vapor
801	1								151.1509121	0.006615905	57.15216526	63.76806976	141.2596543	30.66238034	39.31097633	vapor
802	1								150.9574295	0.006624384	57.18300146	63.80738559	141.3087072	30.6735651	39.32067234	vapor
803	1								150.7644582	0.006632863	57.21384809	63.84671112	141.3577109	30.68476352	39.33039135	vapor
804	1								150.5719961	0.006641341	57.24470518	63.88604638	141.4066658	30.69597551	39.34013319	vapor
805	1								150.380041	0.006649819	57.27557275	63.92539139	141.455572	30.70720094	39.34989765	vapor
806	1								150.1885908	0.006658295	57.3064508	63.96474618	141.5044296	30.7184397	39.35968456	vapor
807	1								149.9976435	0.006666771	57.33733937	64.00411077	141.5532388	30.72969169	39.36949374	vapor
808	1								149.807197	0.006675247	57.36823846	64.04348518	141.6019997	30.7409568	39.37932499	vapor
809	1								149.6172492	0.006683721	57.3991481	64.08286943	141.6507124	30.75223493	39.38917815	vapor
810	1								149.4277981	0.006692195	57.43006829	64.12226354	141.6993772	30.76352596	39.39905303	vapor
811	1								149.2388417	0.006700668	57.46099907	64.16166754	141.7479941	30.77482979	39.40894945	vapor
812	1								149.0503778	0.006709141	57.49194045	64.20108144	141.7965633	30.78614631	39.41886724	vapor
813	1								148.8624045	0.006717613	57.52289244	64.24050528	141.8450849	30.79747543	39.42880624	vapor
814	1								148.6749199	0.006726084	57.55385506	64.27993906	141.8935591	30.80881703	39.43876625	vapor
815	1								148.4879218	0.006734554	57.58482833	64.31938282	141.9419861	30.82017102	39.44874712	vapor
816	1								148.3014083	0.006743024	57.61581227	64.35883657	141.9903659	30.8315373	39.45874867	vapor
817	1								148.1153775	0.006751493	57.64680688	64.39830032	142.0386988	30.84291576	39.46877074	vapor
818	1								147.9298274	0.006759962	57.67781219	64.43777411	142.0869848	30.8543063	39.47881316	vapor
819	1								147.744756	0.00676843	57.70882822	64.47725796	142.135224	30.86570883	39.48887576	vapor
820	1								147.5601615	0.006776897	57.73985498	64.51675187	142.1834167	30.87712325	39.49895838	vapor
821	1								147.3760418	0.006785363	57.77089248	64.55625588	142.231563	30.88854946	39.50906087	vapor
822	1								147.1923951	0.006793829	57.80194074	64.59577	142.279663	30.89998736	39.51918305	vapor
823	1								147.0092194	0.006802294	57.83299979	64.63529425	142.3277168	30.91143686	39.52932477	vapor
824	1								146.826513	0.006810759	57.86406962	64.67482866	142.3757246	30.92289785	39.53948588	vapor
825	1								146.6442738	0.006819223	57.89515026	64.71437323	142.4236864	30.93437026	39.54966621	vapor
826	1								146.4625001	0.006827686	57.92624173	64.75392799	142.4716026	30.94585398	39.55986561	vapor
827	1								146.2811899	0.006836149	57.95734404	64.79349297	142.5194731	30.95734892	39.57008392	vapor
828	1								146.1003415	0.006844611	57.9884572	64.83306817	142.5672981	30.96885498	39.580321	vapor
829	1								145.9199529	0.006853072	58.01958123	64.87265362	142.6150778	30.98037208	39.59057669	vapor
830	1								145.7400224	0.006861533	58.05071614	64.91224933	142.6628122	30.99190013	39.60085083	vapor
831	1								145.5605481	0.006869993	58.08186196	64.95185532	142.7105016	31.00343903	39.6111433	vapor
832	1								145.3815282	0.006878453	58.11301868	64.99147162	142.7581459	31.01498869	39.62145392	vapor
833	1								145.202961	0.006886912	58.14418634	65.03109824	142.8057455	31.02654903	39.63178256	vapor
834	1								145.0248446	0.00689537	58.17536493	65.07073519	142.8533003	31.03811995	39.64212908	vapor
835	1								144.8471772	0.006903828	58.20655449	65.1103825	142.9008106	31.04970137	39.65249332	vapor
836	1								144.6699572	0.006912285	58.23775501	65.15004018	142.9482764	31.0612932	39.66287515	vapor
837	1								144.4931827	0.006920742	58.26896652	65.18970826	142.9956979	31.07289536	39.67327442	vapor
838	1								144.3168519	0.006929198	58.30018903	65.22938674	143.0430752	31.08450775	39.68369099	vapor
839	1								144.1409633	0.006937653	58.33142255	65.26907565	143.0904084	31.0961303	39.69412472	vapor
840	1								143.9655149	0.006946108	58.3626671	65.30877499	143.1376977	31.10776291	39.70457548	vapor
841	1								143.7905051	0.006954562	58.39392268	65.3484848	143.1849432	31.1194055	39.71504312	vapor
842	1								143.6159322	0.006963016	58.42518932	65.38820509	143.2321449	31.13105799	39.72552751	vapor
843	1								143.4417945	0.006971469	58.45646703	65.42793586	143.2793031	31.1427203	39.73602851	vapor
844	1								143.2680903	0.006979921	58.48775581	65.46767715	143.3264179	31.15439234	39.746546	vapor
845	1								143.0948179	0.006988373	58.51905569	65.50742896	143.3734893	31.16607403	39.75707983	vapor
846	1								142.9219756	0.006996825	58.55036668	65.54719131	143.4205175	31.17776528	39.76762987	vapor
847	1								142.7495618	0.007005275	58.58168878	65.58696423	143.4675026	31.18946603	39.778196	vapor
848	1								142.5775748	0.007013726	58.61302202	65.62674771	143.5144448	31.20117618	39.78877808	vapor
849	1								142.406013	0.007022175	58.6443664	65.66654179	143.5613441	31.21289565	39.79937598	vapor
850	1								142.2348747	0.007030625	58.67572193	65.70634647	143.6082007	31.22462438	39.80998957	vapor
851	1								142.0641583	0.007039073	58.70708864	65.74616177	143.6550147	31.23636227	39.82061873	vapor
852	1								141.8938622	0.007047521	58.73846653	65.78598771	143.7017862	31.24810925	39.83126333	vapor
853	1								141.7239848	0.007055969	58.76985561	65.8258243	143.7485154	31.25986523	39.84192325	vapor
854	1								141.5545245	0.007064416	58.8012559	65.86567156	143.7952023	31.27163016	39.85259835	vapor
855	1								141.3854796	0.007072862	58.83266741	65.9055295	143.841847	31.28340393	39.86328852	vapor
856	1								141.2168486	0.007081308	58.86409014	65.94539814	143.8884498	31.29518649	39.87399364	vapor
857	1								141.0486299	0.007089753	58.89552412	65.9852775	143.9350106	31.30697775	39.88471358	vapor
858	1								140.880822	0.007098198	58.92696936	66.02516758	143.9815297	31.31877764	39.89544821	vapor
859	1								140.7134233	0.007106643	58.95842586	66.0650684	144.028007	31.33058607	39.90619743	vapor
860	1								140.5464322	0.007115086	58.98989363	66.10497998	144.0744429	31.34240299	39.9169611	vapor
861	1								140.3798471	0.00712353	59.0213727	66.14490233	144.1208372	31.3542283	39.92773912	vapor
862	1								140.2136667	0.007131972	59.05286307	66.18483546	144.1671902	31.36606195	39.93853137	vapor
863	1								140.0478892	0.007140415	59.08436474	66.22477939	144.2135021	31.37790384	39.94933772	vapor
864	1								139.8825133	0.007148856	59.11587774	66.26473414	144.2597728	31.38975392	39.96015806	vapor
865	1								139.7175374	0.007157298	59.14740208	66.30469971	144.3060025	31.40161211	39.97099228	vapor
866	1								139.5529599	0.007165738	59.17893776	66.34467613	144.3521913	31.41347833	39.98184026	vapor
867	1								139.3887795	0.007174179	59.21048479	66.3846634	144.3983393	31.42535252	39.99270189	vapor
868	1								139.2249946	0.007182618	59.24204319	66.42466154	144.4444467	31.4372346	40.00357705	vapor
869	1								139.0616037	0.007191058	59.27361297	66.46467056	144.4905135	31.4491245	40.01446564	vapor
870	1								138.8986053	0.007199496	59.30519414	66.50469047	144.5365398	31.46102216	40.02536754	vapor
871	1								138.7359981	0.007207935	59.3367867	66.5447213	144.5825259	31.47292749	40.03628264	vapor
872	1								138.5737805	0.007216372	59.36839068	66.58476304	144.6284716	31.48484043	40.04721083	vapor
873	1								138.4119511	0.00722481	59.40000607	66.62481572	144.6743773	31.49676091	40.05815201	vapor
874	1								138.2505084	0.007233246	59.43163289	66.66487935	144.7202429	31.50868887	40.06910606	vapor
875	1								138.089451	0.007241683	59.46327116	66.70495394	144.7660687	31.52062423	40.08007288	vapor
876	1								137.9287776	0.007250119	59.49492087	66.7450395	144.8118546	31.53256692	40.09105236	vapor
877	1								137.7684865	0.007258554	59.52658204	66.78513605	144.8576008	31.54451688	40.10204439	vapor
878	1								137.6085766	0.007266989	59.55825468	66.82524359	144.9033074	31.55647404	40.11304887	vapor
879	1								137.4490463	0.007275423	59.58993881	66.86536215	144.9489745	31.56843833	40.1240657	vapor
880	1								137.2898942	0.007283857	59.62163442	66.90549173	144.9946022	31.58040968	40.13509476	vapor
881	1								137.131119	0.007292291	59.65334153	66.94563234	145.0401907	31.59238803	40.14613596	vapor
882	1								136.9727193	0.007300724	59.68506015	66.985784	145.0857399	31.60437331	40.15718919	vapor
883	1								136.8146937	0.007309156	59.71679028	67.02594673	145.1312501	31.61636546	40.16825436	vapor
884	1								136.6570408	0.007317589	59.74853195	67.06612052	145.1767213	31.62836441	40.17933135	vapor
885	1								136.4997593	0.00732602	59.78028515	67.10630539	145.2221536	31.64037009	40.19042008	vapor
886	1								136.3428478	0.007334451	59.8120499	67.14650136	145.2675471	31.65238244	40.20152043	vapor
887	1								136.186305	0.007342882	59.8438262	67.18670844	145.312902	31.6644014	40.21263231	vapor
888	1								136.0301295	0.007351313	59.87561407	67.22692663	145.3582182	31.67642689	40.22375563	vapor
889	1								135.87432	0.007359742	59.90741351	67.26715595	145.403496	31.68845887	40.23489027	vapor
890	1								135.7188751	0.007368172	59.93922453	67.30739641	145.4487355	31.70049725	40.24603615	vapor
891	1								135.5637936	0.007376601	59.97104714	67.34764803	145.4939366	31.71254199	40.25719317	vapor
892	1								135.4090742	0.007385029	60.00288136	67.3879108	145.5390996	31.72459301	40.26836123	vapor
893	1								135.2547154	0.007393458	60.03472718	67.42818475	145.5842244	31.73665026	40.27954023	vapor
894	1								135.100716	0.007401885	60.06658462	67.46846989	145.6293113	31.74871366	40.29073009	vapor
895	1								134.9470748	0.007410313	60.09845368	67.50876622	145.6743603	31.76078317	40.3019307	vapor
896	1								134.7937904	0.007418739	60.13033438	67.54907375	145.7193715	31.77285872	40.31314197	vapor
897	1								134.6408616	0.007427166	60.16222672	67.58939251	145.7643451	31.78494024	40.32436381	vapor
898	1								134.488287	0.007435592	60.19413072	67.62972248	145.809281	31.79702767	40.33559613	vapor
899	1								134.3360655	0.007444017	60.22604637	67.6700637	145.8541794	31.80912096	40.34683883	vapor
900	1								134.1841957	0.007452442	60.25797368	67.71041617	145.8990404	31.82122004	40.35809182	vapor
901	1								134.0326763	0.007460867	60.28991268	67.75077989	145.9438641	31.83332485	40.36935501	vapor
902	1								133.8815062	0.007469292	60.32186335	67.79115488	145.9886505	31.84543534	40.38062831	vapor
903	1								133.7306842	0.007477715	60.35382572	67.83154115	146.0333999	31.85755144	40.39191163	vapor
904	1								133.5802088	0.007486139	60.38579979	67.87193871	146.0781121	31.86967309	40.40320487	vapor
905	1								133.430079	0.007494562	60.41778556	67.91234756	146.1227875	31.88180024	40.41450796	vapor
906	1								133.2802935	0.007502985	60.44978304	67.95276772	146.167426	31.89393282	40.4258208	vapor
907	1								133.130851	0.007511407	60.48179225	67.99319921	146.2120278	31.90607078	40.4371433	vapor
908	1								132.9817504	0.007519829	60.51381319	68.03364201	146.2565928	31.91821406	40.44847538	vapor
909	1								132.8329905	0.00752825	60.54584586	68.07409616	146.3011213	31.93036259	40.45981694	vapor
910	1								132.68457	0.007536671	60.57789028	68.11456165	146.3456134	31.94251633	40.47116791	vapor
911	1								132.5364878	0.007545092	60.60994645	68.1550385	146.390069	31.95467521	40.48252819	vapor
912	1								132.3887426	0.007553512	60.64201438	68.19552671	146.4344883	31.96683918	40.49389771	vapor
913	1								132.2413334	0.007561932	60.67409407	68.2360263	146.4788714	31.97900817	40.50527637	vapor
914	1								132.0942588	0.007570352	60.70618554	68.27653727	146.5232184	31.99118214	40.51666409	vapor
915	1								131.9475177	0.007578771	60.73828879	68.31705963	146.5675294	32.00336103	40.52806079	vapor
916	1								131.8011091	0.00758719	60.77040382	68.35759339	146.6118044	32.01554477	40.53946638	vapor
917	1								131.6550316	0.007595608	60.80253065	68.39813856	146.6560435	32.02773332	40.55088078	vapor
918	1								131.5092842	0.007604026	60.83466928	68.43869516	146.7002469	32.03992661	40.56230391	vapor
919	1								131.3638656	0.007612443	60.86681971	68.47926317	146.7444146	32.0521246	40.57373568	vapor
920	1								131.2187748	0.007620861	60.89898196	68.51984263	146.7885467	32.06432722	40.58517602	vapor
921	1								131.0740106	0.007629277	60.93115603	68.56043353	146.8326433	32.07653443	40.59662483	vapor
922	1								130.9295719	0.007637694	60.96334193	68.60103588	146.8767044	32.08874616	40.60808205	vapor
923	1								130.7854576	0.00764611	60.99553966	68.6416497	146.9207302	32.10096236	40.61954759	vapor
924	1								130.6416665	0.007654526	61.02774923	68.68227498	146.9647208	32.11318297	40.63102137	vapor
925	1								130.4981974	0.007662941	61.05997065	68.72291174	147.0086762	32.12540795	40.64250331	vapor
926	1								130.3550494	0.007671356	61.09220392	68.76355999	147.0525965	32.13763724	40.65399334	vapor
927	1								130.2122213	0.007679771	61.12444904	68.80421973	147.0964818	32.14987078	40.66549136	vapor
928	1								130.0697119	0.007688185	61.15670604	68.84489097	147.1403322	32.16210852	40.67699731	vapor
929	1								129.9275202	0.007696599	61.1889749	68.88557373	147.1841478	32.17435041	40.68851111	vapor
930	1								129.7856452	0.007705012	61.22125564	68.926268	147.2279286	32.1865964	40.70003268	vapor
931	1								129.6440856	0.007713426	61.25354826	68.9669738	147.2716748	32.19884642	40.71156194	vapor
932	1								129.5028405	0.007721838	61.28585278	69.00769113	147.3153863	32.21110044	40.72309881	vapor
933	1								129.3619087	0.007730251	61.31816918	69.04842	147.3590634	32.22335839	40.73464323	vapor
934	1								129.2212892	0.007738663	61.35049749	69.08916042	147.4027061	32.23562022	40.74619511	vapor
935	1								129.080981	0.007747075	61.3828377	69.12991239	147.4463144	32.24788589	40.75775437	vapor
936	1								128.9409829	0.007755486	61.41518983	69.17067593	147.4898885	32.26015533	40.76932096	vapor
937	1								128.8012939	0.007763897	61.44755387	69.21145103	147.5334284	32.2724285	40.78089478	vapor
938	1								128.6619129	0.007772308	61.47992984	69.25223772	147.5769342	32.28470535	40.79247576	vapor
939	1								128.522839	0.007780718	61.51231773	69.29303599	147.6204059	32.29698583	40.80406384	vapor
940	1								128.384071	0.007789128	61.54471755	69.33384585	147.6638438	32.30926988	40.81565893	vapor
941	1								128.245608	0.007797538	61.57712932	69.37466731	147.7072478	32.32155745	40.82726097	vapor
942	1								128.1074488	0.007805947	61.60955303	69.41550037	147.750618	32.33384849	40.83886988	vapor
943	1								127.9695925	0.007814356	61.64198868	69.45634505	147.7939546	32.34614296	40.85048558	vapor
944	1								127.8320381	0.007822765	61.6744363	69.49720135	147.8372575	32.3584408	40.86210802	vapor
945	1								127.6947845	0.007831173	61.70689587	69.53806927	147.8805268	32.37074196	40.87373711	vapor
946	1								127.5578308	0.007839581	61.7393674	69.57894882	147.9237628	32.38304639	40.88537279	vapor
947	1								127.4211758	0.007847989	61.77185091	69.61984002	147.9669653	32.39535404	40.89701498	vapor
948	1								127.2848187	0.007856396	61.80434638	69.66074285	148.0101345	32.40766487	40.90866361	vapor
949	1								127.1487583	0.007864804	61.83685384	69.70165735	148.0532705	32.41997882	40.92031861	vapor
950	1								127.0129938	0.00787321	61.86937328	69.74258349	148.0963734	32.43229584	40.93197992	vapor
951	1								126.8775241	0.007881617	61.90190471	69.78352131	148.1394431	32.44461589	40.94364747	vapor
952	1								126.7423483	0.007890023	61.93444813	69.82447079	148.1824799	32.45693892	40.95532117	vapor
953	1								126.6074653	0.007898428	61.96700355	69.86543195	148.2254837	32.46926488	40.96700098	vapor
954	1								126.4728743	0.007906834	61.99957097	69.90640479	148.2684547	32.48159371	40.97868681	vapor
955	1								126.3385741	0.007915239	62.0321504	69.94738933	148.311393	32.49392537	40.9903786	vapor
956	1								126.2045639	0.007923644	62.06474184	69.98838555	148.3542985	32.50625982	41.00207628	vapor
957	1								126.0708427	0.007932048	62.09734529	70.02939348	148.3971714	32.51859701	41.01377979	vapor
958	1								125.9374096	0.007940452	62.12996076	70.07041312	148.4400117	32.53093688	41.02548905	vapor
959	1								125.8042635	0.007948856	62.16258826	70.11144446	148.4828196	32.54327939	41.03720401	vapor
960	1								125.6714035	0.00795726	62.19522778	70.15248753	148.5255951	32.5556245	41.04892459	vapor
961	1								125.5388288	0.007965663	62.22787934	70.19354231	148.5683382	32.56797215	41.06065072	vapor
962	1								125.4065382	0.007974066	62.26054293	70.23460883	148.6110491	32.58032231	41.07238235	vapor
963	1								125.274531	0.007982469	62.29321856	70.27568708	148.6537278	32.59267491	41.08411941	vapor
964	1								125.1428062	0.007990871	62.32590624	70.31677707	148.6963744	32.60502992	41.09586183	vapor
965	1								125.0113628	0.007999273	62.35860596	70.3578788	148.738989	32.61738729	41.10760955	vapor
966	1								124.8802	0.008007675	62.39131774	70.39899229	148.7815716	32.62974697	41.11936249	vapor
967	1								124.7493168	0.008016076	62.42404157	70.44011753	148.8241223	32.64210892	41.13112061	vapor
968	1								124.6187122	0.008024477	62.45677745	70.48125453	148.8666411	32.65447309	41.14288383	vapor
969	1								124.4883855	0.008032878	62.48952541	70.5224033	148.9091282	32.66683944	41.15465209	vapor
970	1								124.3583356	0.008041278	62.52228542	70.56356384	148.9515837	32.67920792	41.16642533	vapor
971	1								124.2285617	0.008049679	62.55505751	70.60473615	148.9940075	32.69157848	41.17820349	vapor
972	1								124.0990629	0.008058079	62.58784167	70.64592025	149.0363998	32.70395108	41.1899865	vapor
973	1								123.9698383	0.008066478	62.62063791	70.68711613	149.0787606	32.71632567	41.20177429	vapor
974	1								123.8408869	0.008074878	62.65344623	70.7283238	149.12109	32.72870222	41.21356682	vapor
975	1								123.712208	0.008083277	62.68626663	70.76954326	149.163388	32.74108067	41.22536401	vapor
976	1								123.5838006	0.008091675	62.71909912	70.81077453	149.2056548	32.75346098	41.2371658	vapor
977	1								123.4556638	0.008100074	62.7519437	70.8520176	149.2478905	32.7658431	41.24897214	vapor
978	1								123.3277968	0.008108472	62.78480037	70.89327247	149.2900949	32.778227	41.26078296	vapor
979	1								123.2001987	0.00811687	62.81766914	70.93453916	149.3322684	32.79061262	41.2725982	vapor
980	1								123.0728686	0.008125268	62.85055	70.97581767	149.3744108	32.80299992	41.2844178	vapor
981	1								122.9458057	0.008133665	62.88344297	71.017108	149.4165223	32.81538887	41.29624171	vapor
982	1								122.8190091	0.008142062	62.91634805	71.05841016	149.4586029	32.82777941	41.30806985	vapor
983	1								122.692478	0.008150459	62.94926523	71.09972414	149.5006528	32.84017151	41.31990218	vapor
984	1								122.5662114	0.008158855	62.98219453	71.14104996	149.5426719	32.85256511	41.33173863	vapor
985	1								122.4402086	0.008167252	63.01513594	71.18238762	149.5846604	32.86496018	41.34357915	vapor
986	1								122.3144687	0.008175648	63.04808946	71.22373712	149.6266183	32.87735667	41.35542366	vapor
987	1								122.1889909	0.008184043	63.0810551	71.26509847	149.6685457	32.88975455	41.36727213	vapor
988	1								122.0637743	0.008192439	63.11403287	71.30647167	149.7104426	32.90215376	41.37912449	vapor
989	1								121.9388181	0.008200834	63.14702276	71.34785672	149.7523091	32.91455426	41.39098067	vapor
990	1								121.8141215	0.008209229	63.18002478	71.38925363	149.7941453	32.92695602	41.40284063	vapor
991	1								121.6896836	0.008217623	63.21303893	71.4306624	149.8359512	32.93935899	41.4147043	vapor
992	1								121.5655036	0.008226018	63.24606521	71.47208304	149.877727	32.95176312	41.42657164	vapor
993	1								121.4415807	0.008234412	63.27910362	71.51351555	149.9194726	32.96416839	41.43844257	vapor
994	1								121.3179141	0.008242806	63.31215418	71.55495993	149.9611881	32.97657474	41.45031705	vapor
995	1								121.194503	0.008251199	63.34521687	71.59641618	150.0028736	32.98898213	41.46219502	vapor
996	1								121.0713465	0.008259593	63.3782917	71.63788432	150.0445292	33.00139052	41.47407642	vapor
997	1								120.9484439	0.008267986	63.41137868	71.67936433	150.0861549	33.01379987	41.4859612	vapor
998	1								120.8257944	0.008276378	63.4444778	71.72085624	150.1277508	33.02621014	41.4978493	vapor
999	1								120.7033971	0.008284771	63.47758907	71.76236003	150.169317	33.03862129	41.50974067	vapor
1000	1								120.5812513	0.008293163	63.51071249	71.80387572	150.2108534	33.05103327	41.52163525	vapor
1001	1								120.4593561	0.008301555	63.54384806	71.84540331	150.2523603	33.06344606	41.53353298	vapor
1002	1								120.3377109	0.008309947	63.57699579	71.88694279	150.2938375	33.07585959	41.54543382	vapor
1003	1								120.2163147	0.008318339	63.61015567	71.92849417	150.3352853	33.08827385	41.5573377	vapor
1004	1								120.0951669	0.00832673	63.64332771	71.97005747	150.3767036	33.10068877	41.56924458	vapor
1005	1								119.9742666	0.008335121	63.67651191	72.01163266	150.4180926	33.11310433	41.5811544	vapor
1006	1								119.8536131	0.008343512	63.70970827	72.05321978	150.4594522	33.12552049	41.5930671	vapor
1007	1								119.7332056	0.008351902	63.74291679	72.0948188	150.5007826	33.1379372	41.60498264	vapor
1008	1								119.6130433	0.008360292	63.77613748	72.13642974	150.5420838	33.15035443	41.61690095	vapor
1009	1								119.4931255	0.008368682	63.80937034	72.1780526	150.5833558	33.16277213	41.628822	vapor
1010	1								119.3734514	0.008377072	63.84261536	72.21968739	150.6245988	33.17519026	41.64074571	vapor
1011	1								119.2540202	0.008385462	63.87587256	72.2613341	150.6658128	33.1876088	41.65267205	vapor
1012	1								119.1348313	0.008393851	63.90914192	72.30299273	150.7069978	33.20002769	41.66460096	vapor
1013	1								119.0158838	0.00840224	63.94242346	72.3446633	150.7481539	33.2124469	41.67653239	vapor
1014	1								118.8971769	0.008410629	63.97571717	72.3863458	150.7892812	33.22486638	41.68846628	vapor
1015	1								118.7787101	0.008419017	64.00902306	72.42804023	150.8303797	33.23728611	41.70040259	vapor
1016	1								118.6604824	0.008427405	64.04234112	72.4697466	150.8714495	33.24970604	41.71234126	vapor
1017	1								118.5424932	0.008435794	64.07567136	72.51146491	150.9124906	33.26212613	41.72428224	vapor
1018	1								118.4247417	0.008444181	64.10901378	72.55319517	150.9535032	33.27454635	41.73622548	vapor
1019	1								118.3072273	0.008452569	64.14236838	72.59493737	150.9944872	33.28696666	41.74817094	vapor
1020	1								118.1899491	0.008460956	64.17573517	72.63669151	151.0354427	33.29938701	41.76011855	vapor
1021	1								118.0729065	0.008469343	64.20911413	72.6784576	151.0763698	33.31180737	41.77206828	vapor
1022	1								117.9560987	0.00847773	64.24250528	72.72023565	151.1172685	33.32422771	41.78402006	vapor
1023	1								117.839525	0.008486117	64.27590861	72.76202564	151.1581389	33.33664798	41.79597386	vapor
1024	1								117.7231847	0.008494503	64.30932413	72.8038276	151.1989811	33.34906815	41.80792961	vapor
