Temperature (K)	Pressure (MPa)	"Density (l, mol/m3)"	"Volume (l, m3/mol)"	"Internal Energy (l, kJ/mol)"	"Enthalpy (l, kJ/mol)"	"Entropy (l, J/mol*K)"	"Cv (l, J/mol*K)"	"Cp (l, J/mol*K)"	Density (mol/m3)	Volume (m3/mol)	Internal Energy (kJ/mol)	Enthalpy (kJ/mol)	Entropy (J/mol*K)	Cv (J/mol*K)	Cp (J/mol*K)	Sound Spd. (m/s)	Joule-Thomson (K/MPa)	Viscosity (uPa*s)	Therm. Cond. (W/m*K)	Phase
1208	2								199.5	0.0050126	70.613	80.639	152.48	35.648	44.133	829.26	1.3679	45.416	0.12741	vapor
1209	2								199.33	0.0050168	70.649	80.683	152.52	35.66	44.144	829.58	1.3645	45.452	0.12756	vapor
1210	2								199.16	0.005021	70.685	80.727	152.55	35.671	44.155	829.9	1.3611	45.488	0.1277	vapor
1211	2								199	0.0050252	70.72	80.771	152.59	35.683	44.166	830.22	1.3577	45.524	0.12785	vapor
1212	2								198.83	0.0050294	70.756	80.815	152.63	35.695	44.178	830.54	1.3544	45.559	0.12799	vapor
1213	2								198.66	0.0050336	70.792	80.859	152.66	35.707	44.189	830.86	1.351	45.595	0.12813	vapor
1214	2								198.5	0.0050378	70.828	80.904	152.7	35.718	44.2	831.18	1.3476	45.631	0.12828	vapor
1215	2								198.33	0.005042	70.864	80.948	152.73	35.73	44.211	831.5	1.3443	45.667	0.12842	vapor
1216	2								198.17	0.0050462	70.899	80.992	152.77	35.742	44.223	831.82	1.341	45.703	0.12856	vapor
1217	2								198	0.0050504	70.935	81.036	152.81	35.753	44.234	832.14	1.3377	45.739	0.12871	vapor
1218	2								197.84	0.0050546	70.971	81.08	152.84	35.765	44.245	832.46	1.3344	45.775	0.12885	vapor
1219	2								197.67	0.0050588	71.007	81.125	152.88	35.777	44.257	832.78	1.3311	45.81	0.129	vapor
1220	2								197.51	0.005063	71.043	81.169	152.92	35.789	44.268	833.1	1.3278	45.846	0.12914	vapor
1221	2								197.35	0.0050672	71.079	81.213	152.95	35.8	44.279	833.42	1.3245	45.882	0.12928	vapor
1222	2								197.18	0.0050714	71.115	81.257	152.99	35.812	44.29	833.74	1.3212	45.918	0.12943	vapor
1223	2								197.02	0.0050756	71.151	81.302	153.02	35.824	44.302	834.06	1.318	45.953	0.12957	vapor
1224	2								196.86	0.0050798	71.186	81.346	153.06	35.835	44.313	834.38	1.3147	45.989	0.12972	vapor
1225	2								196.69	0.005084	71.222	81.39	153.1	35.847	44.324	834.7	1.3115	46.025	0.12986	vapor
1226	2								196.53	0.0050882	71.258	81.435	153.13	35.859	44.335	835.02	1.3082	46.061	0.13	vapor
1227	2								196.37	0.0050924	71.294	81.479	153.17	35.87	44.346	835.33	1.305	46.096	0.13015	vapor
1228	2								196.21	0.0050966	71.33	81.523	153.21	35.882	44.358	835.65	1.3018	46.132	0.13029	vapor
1229	2								196.05	0.0051008	71.366	81.568	153.24	35.893	44.369	835.97	1.2986	46.168	0.13044	vapor
1230	2								195.89	0.005105	71.402	81.612	153.28	35.905	44.38	836.29	1.2954	46.203	0.13058	vapor
1231	2								195.73	0.0051092	71.438	81.657	153.31	35.917	44.391	836.61	1.2922	46.239	0.13072	vapor
1232	2								195.56	0.0051134	71.474	81.701	153.35	35.928	44.403	836.92	1.289	46.275	0.13087	vapor
1233	2								195.4	0.0051176	71.51	81.745	153.39	35.94	44.414	837.24	1.2859	46.31	0.13101	vapor
1234	2								195.24	0.0051218	71.546	81.79	153.42	35.952	44.425	837.56	1.2827	46.346	0.13116	vapor
1235	2								195.08	0.005126	71.582	81.834	153.46	35.963	44.436	837.87	1.2796	46.382	0.1313	vapor
1236	2								194.92	0.0051302	71.618	81.879	153.49	35.975	44.447	838.19	1.2764	46.417	0.13145	vapor
1237	2								194.77	0.0051344	71.654	81.923	153.53	35.986	44.459	838.51	1.2733	46.453	0.13159	vapor
1238	2								194.61	0.0051386	71.69	81.968	153.57	35.998	44.47	838.83	1.2702	46.488	0.13173	vapor
1239	2								194.45	0.0051428	71.726	82.012	153.6	36.01	44.481	839.14	1.2671	46.524	0.13188	vapor
1240	2								194.29	0.005147	71.763	82.057	153.64	36.021	44.492	839.46	1.264	46.56	0.13202	vapor
1241	2								194.13	0.0051512	71.799	82.101	153.67	36.033	44.503	839.77	1.2609	46.595	0.13217	vapor
1242	2								193.97	0.0051554	71.835	82.146	153.71	36.044	44.515	840.09	1.2578	46.631	0.13231	vapor
1243	2								193.81	0.0051596	71.871	82.19	153.75	36.056	44.526	840.41	1.2547	46.666	0.13246	vapor
1244	2								193.66	0.0051638	71.907	82.235	153.78	36.068	44.537	840.72	1.2517	46.702	0.1326	vapor
1245	2								193.5	0.005168	71.943	82.279	153.82	36.079	44.548	841.04	1.2486	46.737	0.13275	vapor
1246	2								193.34	0.0051722	71.979	82.324	153.85	36.091	44.559	841.35	1.2456	46.773	0.13289	vapor
1247	2								193.19	0.0051763	72.016	82.368	153.89	36.102	44.57	841.67	1.2425	46.808	0.13303	vapor
1248	2								193.03	0.0051805	72.052	82.413	153.92	36.114	44.582	841.99	1.2395	46.844	0.13318	vapor
1249	2								192.87	0.0051847	72.088	82.457	153.96	36.125	44.593	842.3	1.2365	46.879	0.13332	vapor
1250	2								192.72	0.0051889	72.124	82.502	154	36.137	44.604	842.62	1.2335	46.914	0.13347	vapor
1251	2								192.56	0.0051931	72.16	82.547	154.03	36.148	44.615	842.93	1.2305	46.95	0.13361	vapor
1252	2								192.41	0.0051973	72.197	82.591	154.07	36.16	44.626	843.25	1.2275	46.985	0.13376	vapor
1253	2								192.25	0.0052015	72.233	82.636	154.1	36.171	44.637	843.56	1.2245	47.021	0.1339	vapor
1254	2								192.1	0.0052057	72.269	82.681	154.14	36.183	44.648	843.87	1.2215	47.056	0.13405	vapor
1255	2								191.94	0.0052099	72.305	82.725	154.17	36.194	44.66	844.19	1.2185	47.091	0.13419	vapor
1256	2								191.79	0.0052141	72.342	82.77	154.21	36.206	44.671	844.5	1.2156	47.127	0.13434	vapor
1257	2								191.63	0.0052183	72.378	82.815	154.24	36.217	44.682	844.82	1.2126	47.162	0.13448	vapor
1258	2								191.48	0.0052225	72.414	82.859	154.28	36.229	44.693	845.13	1.2097	47.198	0.13463	vapor
1259	2								191.33	0.0052267	72.451	82.904	154.32	36.24	44.704	845.44	1.2068	47.233	0.13477	vapor
1260	2								191.17	0.0052309	72.487	82.949	154.35	36.252	44.715	845.76	1.2038	47.268	0.13492	vapor
1261	2								191.02	0.0052351	72.523	82.993	154.39	36.263	44.726	846.07	1.2009	47.303	0.13506	vapor
1262	2								190.87	0.0052393	72.56	83.038	154.42	36.275	44.737	846.39	1.198	47.339	0.13521	vapor
1263	2								190.71	0.0052435	72.596	83.083	154.46	36.286	44.748	846.7	1.1951	47.374	0.13535	vapor
1264	2								190.56	0.0052477	72.632	83.128	154.49	36.298	44.76	847.01	1.1922	47.409	0.13549	vapor
1265	2								190.41	0.0052519	72.669	83.172	154.53	36.309	44.771	847.33	1.1893	47.445	0.13564	vapor
1266	2								190.26	0.005256	72.705	83.217	154.56	36.321	44.782	847.64	1.1865	47.48	0.13578	vapor
1267	2								190.11	0.0052602	72.741	83.262	154.6	36.332	44.793	847.95	1.1836	47.515	0.13593	vapor
1268	2								189.95	0.0052644	72.778	83.307	154.63	36.344	44.804	848.26	1.1807	47.55	0.13607	vapor
1269	2								189.8	0.0052686	72.814	83.351	154.67	36.355	44.815	848.58	1.1779	47.586	0.13622	vapor
1270	2								189.65	0.0052728	72.851	83.396	154.71	36.366	44.826	848.89	1.175	47.621	0.13636	vapor
1271	2								189.5	0.005277	72.887	83.441	154.74	36.378	44.837	849.2	1.1722	47.656	0.13651	vapor
1272	2								189.35	0.0052812	72.924	83.486	154.78	36.389	44.848	849.51	1.1694	47.691	0.13665	vapor
1273	2								189.2	0.0052854	72.96	83.531	154.81	36.401	44.859	849.82	1.1666	47.726	0.1368	vapor
1274	2								189.05	0.0052896	72.997	83.576	154.85	36.412	44.87	850.14	1.1637	47.761	0.13695	vapor
