Temperature (K)	Pressure (MPa)	"Density (l, mol/m3)"	"Volume (l, m3/mol)"	"Internal Energy (l, kJ/mol)"	"Enthalpy (l, kJ/mol)"	"Entropy (l, J/mol*K)"	"Cv (l, J/mol*K)"	"Cp (l, J/mol*K)"	Density (mol/m3)	Volume (m3/mol)	Internal Energy (kJ/mol)	Enthalpy (kJ/mol)	Entropy (J/mol*K)	Cv (J/mol*K)	Cp (J/mol*K)	Sound Spd. (m/s)	Joule-Thomson (K/MPa)	Viscosity (uPa*s)	Therm. Cond. (W/m*K)	Phase
720	2								341.02	0.0029324	54.51	60.374	131.1	30.225	39.569	646.04	6.0991	26.384	0.06195	vapor
721	2								340.51	0.0029368	54.54	60.414	131.15	30.232	39.57	646.5	6.0744	26.426	0.062067	vapor
722	2								340	0.0029412	54.571	60.454	131.21	30.239	39.572	646.96	6.0498	26.468	0.062185	vapor
723	2								339.49	0.0029456	54.602	60.493	131.26	30.246	39.573	647.42	6.0253	26.51	0.062302	vapor
724	2								338.98	0.00295	54.633	60.533	131.32	30.253	39.574	647.88	6.001	26.552	0.062419	vapor
725	2								338.48	0.0029544	54.664	60.572	131.37	30.26	39.576	648.34	5.9768	26.594	0.062537	vapor
726	2								337.97	0.0029588	54.694	60.612	131.43	30.267	39.577	648.79	5.9528	26.636	0.062655	vapor
727	2								337.47	0.0029632	54.725	60.652	131.48	30.274	39.579	649.25	5.9289	26.678	0.062772	vapor
728	2								336.97	0.0029676	54.756	60.691	131.53	30.281	39.581	649.71	5.9051	26.72	0.06289	vapor
729	2								336.47	0.002972	54.787	60.731	131.59	30.288	39.583	650.16	5.8815	26.762	0.063009	vapor
730	2								335.98	0.0029764	54.817	60.77	131.64	30.295	39.585	650.62	5.858	26.804	0.063127	vapor
731	2								335.48	0.0029808	54.848	60.81	131.7	30.303	39.587	651.07	5.8346	26.846	0.063245	vapor
732	2								334.99	0.0029852	54.879	60.849	131.75	30.31	39.589	651.53	5.8114	26.888	0.063364	vapor
733	2								334.5	0.0029896	54.91	60.889	131.81	30.317	39.591	651.98	5.7883	26.93	0.063482	vapor
734	2								334.01	0.002994	54.941	60.929	131.86	30.325	39.593	652.43	5.7654	26.972	0.063601	vapor
735	2								333.52	0.0029984	54.972	60.968	131.91	30.332	39.596	652.88	5.7425	27.014	0.06372	vapor
736	2								333.03	0.0030027	55.002	61.008	131.97	30.34	39.598	653.34	5.7198	27.056	0.063839	vapor
737	2								332.54	0.0030071	55.033	61.047	132.02	30.347	39.601	653.79	5.6973	27.097	0.063958	vapor
738	2								332.06	0.0030115	55.064	61.087	132.07	30.355	39.603	654.24	5.6748	27.139	0.064077	vapor
739	2								331.58	0.0030159	55.095	61.127	132.13	30.363	39.606	654.69	5.6525	27.181	0.064196	vapor
740	2								331.09	0.0030203	55.126	61.166	132.18	30.37	39.609	655.14	5.6303	27.223	0.064316	vapor
741	2								330.62	0.0030247	55.157	61.206	132.24	30.378	39.612	655.59	5.6082	27.265	0.064435	vapor
742	2								330.14	0.003029	55.187	61.245	132.29	30.386	39.615	656.04	5.5863	27.307	0.064555	vapor
743	2								329.66	0.0030334	55.218	61.285	132.34	30.394	39.618	656.49	5.5645	27.348	0.064675	vapor
744	2								329.19	0.0030378	55.249	61.325	132.4	30.402	39.621	656.93	5.5428	27.39	0.064794	vapor
745	2								328.71	0.0030422	55.28	61.364	132.45	30.41	39.624	657.38	5.5212	27.432	0.064914	vapor
746	2								328.24	0.0030466	55.311	61.404	132.5	30.417	39.628	657.83	5.4997	27.474	0.065034	vapor
747	2								327.77	0.0030509	55.342	61.444	132.56	30.425	39.631	658.27	5.4784	27.515	0.065155	vapor
748	2								327.3	0.0030553	55.373	61.483	132.61	30.434	39.634	658.72	5.4572	27.557	0.065275	vapor
749	2								326.83	0.0030597	55.403	61.523	132.66	30.442	39.638	659.16	5.4361	27.599	0.065395	vapor
750	2								326.36	0.0030641	55.434	61.562	132.71	30.45	39.642	659.61	5.4151	27.641	0.065516	vapor
751	2								325.9	0.0030684	55.465	61.602	132.77	30.458	39.645	660.05	5.3942	27.682	0.065637	vapor
752	2								325.44	0.0030728	55.496	61.642	132.82	30.466	39.649	660.5	5.3734	27.724	0.065757	vapor
753	2								324.97	0.0030772	55.527	61.681	132.87	30.474	39.653	660.94	5.3528	27.766	0.065878	vapor
754	2								324.51	0.0030815	55.558	61.721	132.92	30.483	39.657	661.38	5.3323	27.807	0.065999	vapor
755	2								324.05	0.0030859	55.589	61.761	132.98	30.491	39.661	661.82	5.3118	27.849	0.06612	vapor
756	2								323.6	0.0030903	55.62	61.8	133.03	30.499	39.665	662.27	5.2915	27.891	0.066242	vapor
757	2								323.14	0.0030946	55.651	61.84	133.08	30.508	39.669	662.71	5.2713	27.932	0.066363	vapor
758	2								322.69	0.003099	55.682	61.88	133.13	30.516	39.673	663.15	5.2512	27.974	0.066484	vapor
759	2								322.23	0.0031034	55.713	61.919	133.19	30.525	39.677	663.59	5.2312	28.015	0.066606	vapor
760	2								321.78	0.0031077	55.744	61.959	133.24	30.533	39.682	664.03	5.2114	28.057	0.066728	vapor
761	2								321.33	0.0031121	55.775	61.999	133.29	30.542	39.686	664.47	5.1916	28.099	0.066849	vapor
762	2								320.88	0.0031164	55.806	62.038	133.34	30.551	39.691	664.91	5.1719	28.14	0.066971	vapor
763	2								320.43	0.0031208	55.837	62.078	133.4	30.559	39.695	665.34	5.1524	28.182	0.067093	vapor
764	2								319.98	0.0031252	55.868	62.118	133.45	30.568	39.7	665.78	5.1329	28.223	0.067215	vapor
765	2								319.54	0.0031295	55.899	62.158	133.5	30.577	39.704	666.22	5.1136	28.265	0.067337	vapor
766	2								319.09	0.0031339	55.93	62.197	133.55	30.585	39.709	666.66	5.0943	28.306	0.06746	vapor
767	2								318.65	0.0031382	55.961	62.237	133.6	30.594	39.714	667.09	5.0752	28.348	0.067582	vapor
768	2								318.21	0.0031426	55.992	62.277	133.65	30.603	39.719	667.53	5.0561	28.389	0.067705	vapor
769	2								317.77	0.0031469	56.023	62.316	133.71	30.612	39.724	667.96	5.0372	28.431	0.067827	vapor
770	2								317.33	0.0031513	56.054	62.356	133.76	30.621	39.728	668.4	5.0184	28.472	0.06795	vapor
771	2								316.89	0.0031556	56.085	62.396	133.81	30.629	39.733	668.83	4.9996	28.514	0.068073	vapor
772	2								316.46	0.00316	56.116	62.436	133.86	30.638	39.739	669.27	4.981	28.555	0.068195	vapor
773	2								316.02	0.0031643	56.147	62.475	133.91	30.647	39.744	669.7	4.9624	28.597	0.068318	vapor
774	2								315.59	0.0031687	56.178	62.515	133.96	30.656	39.749	670.13	4.944	28.638	0.068442	vapor
775	2								315.16	0.003173	56.209	62.555	134.02	30.665	39.754	670.57	4.9256	28.679	0.068565	vapor
776	2								314.73	0.0031774	56.24	62.595	134.07	30.675	39.76	671	4.9074	28.721	0.068688	vapor
777	2								314.3	0.0031817	56.271	62.634	134.12	30.684	39.765	671.43	4.8892	28.762	0.068811	vapor
778	2								313.87	0.0031861	56.302	62.674	134.17	30.693	39.77	671.86	4.8711	28.804	0.068935	vapor
779	2								313.44	0.0031904	56.333	62.714	134.22	30.702	39.776	672.29	4.8532	28.845	0.069058	vapor
780	2								313.01	0.0031948	56.364	62.754	134.27	30.711	39.781	672.72	4.8353	28.886	0.069182	vapor
781	2								312.59	0.0031991	56.395	62.793	134.32	30.72	39.787	673.15	4.8175	28.928	0.069306	vapor
782	2								312.17	0.0032034	56.426	62.833	134.37	30.73	39.793	673.58	4.7998	28.969	0.06943	vapor
783	2								311.74	0.0032078	56.457	62.873	134.42	30.739	39.798	674.01	4.7822	29.01	0.069554	vapor
784	2								311.32	0.0032121	56.489	62.913	134.47	30.748	39.804	674.44	4.7647	29.052	0.069678	vapor
785	2								310.9	0.0032165	56.52	62.953	134.53	30.758	39.81	674.87	4.7472	29.093	0.069802	vapor
786	2								310.48	0.0032208	56.551	62.992	134.58	30.767	39.816	675.3	4.7299	29.134	0.069926	vapor
787	2								310.07	0.0032251	56.582	63.032	134.63	30.776	39.822	675.72	4.7127	29.175	0.070051	vapor
788	2								309.65	0.0032295	56.613	63.072	134.68	30.786	39.828	676.15	4.6955	29.217	0.070175	vapor
789	2								309.23	0.0032338	56.644	63.112	134.73	30.795	39.834	676.58	4.6784	29.258	0.0703	vapor
790	2								308.82	0.0032381	56.676	63.152	134.78	30.805	39.84	677	4.6615	29.299	0.070424	vapor
791	2								308.41	0.0032425	56.707	63.192	134.83	30.814	39.846	677.43	4.6446	29.34	0.070549	vapor
792	2								308	0.0032468	56.738	63.231	134.88	30.824	39.852	677.85	4.6277	29.381	0.070674	vapor
793	2								307.59	0.0032511	56.769	63.271	134.93	30.833	39.858	678.28	4.611	29.423	0.070799	vapor
794	2								307.18	0.0032555	56.8	63.311	134.98	30.843	39.865	678.7	4.5944	29.464	0.070924	vapor
795	2								306.77	0.0032598	56.831	63.351	135.03	30.852	39.871	679.13	4.5778	29.505	0.071049	vapor
796	2								306.36	0.0032641	56.863	63.391	135.08	30.862	39.877	679.55	4.5613	29.546	0.071174	vapor
797	2								305.96	0.0032685	56.894	63.431	135.13	30.872	39.884	679.97	4.5449	29.587	0.071299	vapor
798	2								305.55	0.0032728	56.925	63.471	135.18	30.882	39.89	680.4	4.5286	29.628	0.071425	vapor
799	2								305.15	0.0032771	56.956	63.511	135.23	30.891	39.897	680.82	4.5124	29.669	0.07155	vapor
800	2								304.75	0.0032814	56.988	63.55	135.28	30.901	39.903	681.24	4.4963	29.711	0.071676	vapor
801	2								304.34	0.0032858	57.019	63.59	135.33	30.911	39.91	681.66	4.4802	29.752	0.071801	vapor
802	2								303.94	0.0032901	57.05	63.63	135.38	30.921	39.916	682.08	4.4642	29.793	0.071927	vapor
803	2								303.54	0.0032944	57.081	63.67	135.43	30.93	39.923	682.5	4.4483	29.834	0.072053	vapor
804	2								303.15	0.0032987	57.113	63.71	135.48	30.94	39.93	682.92	4.4325	29.875	0.072179	vapor
805	2								302.75	0.0033031	57.144	63.75	135.53	30.95	39.937	683.34	4.4167	29.916	0.072305	vapor
806	2								302.35	0.0033074	57.175	63.79	135.58	30.96	39.944	683.76	4.401	29.957	0.072431	vapor
807	2								301.96	0.0033117	57.207	63.83	135.63	30.97	39.95	684.18	4.3854	29.998	0.072557	vapor
808	2								301.57	0.003316	57.238	63.87	135.68	30.98	39.957	684.6	4.3699	30.039	0.072683	vapor
809	2								301.17	0.0033203	57.269	63.91	135.73	30.99	39.964	685.02	4.3545	30.08	0.072809	vapor
810	2								300.78	0.0033247	57.301	63.95	135.78	31	39.971	685.43	4.3391	30.121	0.072936	vapor
811	2								300.39	0.003329	57.332	63.99	135.83	31.01	39.978	685.85	4.3238	30.162	0.073062	vapor
812	2								300	0.0033333	57.363	64.03	135.87	31.02	39.985	686.27	4.3086	30.203	0.073189	vapor
813	2								299.62	0.0033376	57.395	64.07	135.92	31.03	39.993	686.68	4.2935	30.244	0.073315	vapor
814	2								299.23	0.0033419	57.426	64.11	135.97	31.04	40	687.1	4.2784	30.285	0.073442	vapor
815	2								298.84	0.0033462	57.457	64.15	136.02	31.05	40.007	687.52	4.2634	30.325	0.073569	vapor
816	2								298.46	0.0033506	57.489	64.19	136.07	31.06	40.014	687.93	4.2485	30.366	0.073696	vapor
817	2								298.07	0.0033549	57.52	64.23	136.12	31.07	40.021	688.35	4.2336	30.407	0.073823	vapor
818	2								297.69	0.0033592	57.551	64.27	136.17	31.08	40.029	688.76	4.2188	30.448	0.07395	vapor
819	2								297.31	0.0033635	57.583	64.31	136.22	31.091	40.036	689.18	4.2041	30.489	0.074077	vapor
820	2								296.93	0.0033678	57.614	64.35	136.27	31.101	40.044	689.59	4.1895	30.53	0.074204	vapor
821	2								296.55	0.0033721	57.646	64.39	136.32	31.111	40.051	690	4.1749	30.571	0.074332	vapor
822	2								296.17	0.0033764	57.677	64.43	136.36	31.121	40.059	690.42	4.1604	30.612	0.074459	vapor
823	2								295.79	0.0033807	57.709	64.47	136.41	31.132	40.066	690.83	4.146	30.652	0.074587	vapor
824	2								295.42	0.003385	57.74	64.51	136.46	31.142	40.074	691.24	4.1316	30.693	0.074714	vapor
825	2								295.04	0.0033894	57.772	64.55	136.51	31.152	40.081	691.65	4.1173	30.734	0.074842	vapor
826	2								294.67	0.0033937	57.803	64.59	136.56	31.163	40.089	692.06	4.1031	30.775	0.07497	vapor
827	2								294.29	0.003398	57.834	64.63	136.61	31.173	40.096	692.47	4.089	30.815	0.075097	vapor
828	2								293.92	0.0034023	57.866	64.671	136.66	31.183	40.104	692.88	4.0749	30.856	0.075225	vapor
829	2								293.55	0.0034066	57.897	64.711	136.7	31.194	40.112	693.3	4.0609	30.897	0.075353	vapor
830	2								293.18	0.0034109	57.929	64.751	136.75	31.204	40.12	693.71	4.0469	30.938	0.075481	vapor
831	2								292.81	0.0034152	57.96	64.791	136.8	31.214	40.128	694.11	4.033	30.978	0.075609	vapor
832	2								292.44	0.0034195	57.992	64.831	136.85	31.225	40.135	694.52	4.0192	31.019	0.075738	vapor
833	2								292.07	0.0034238	58.024	64.871	136.9	31.235	40.143	694.93	4.0054	31.06	0.075866	vapor
834	2								291.71	0.0034281	58.055	64.911	136.95	31.246	40.151	695.34	3.9918	31.1	0.075994	vapor
835	2								291.34	0.0034324	58.087	64.951	136.99	31.256	40.159	695.75	3.9781	31.141	0.076123	vapor
836	2								290.98	0.0034367	58.118	64.992	137.04	31.267	40.167	696.16	3.9646	31.182	0.076251	vapor
837	2								290.61	0.003441	58.15	65.032	137.09	31.277	40.175	696.56	3.9511	31.222	0.07638	vapor
838	2								290.25	0.0034453	58.181	65.072	137.14	31.288	40.183	696.97	3.9376	31.263	0.076508	vapor
839	2								289.89	0.0034496	58.213	65.112	137.19	31.298	40.191	697.38	3.9243	31.304	0.076637	vapor
840	2								289.53	0.0034539	58.245	65.152	137.23	31.309	40.199	697.78	3.9109	31.344	0.076766	vapor
841	2								289.17	0.0034582	58.276	65.193	137.28	31.32	40.208	698.19	3.8977	31.385	0.076895	vapor
842	2								288.81	0.0034625	58.308	65.233	137.33	31.33	40.216	698.6	3.8845	31.425	0.077024	vapor
843	2								288.45	0.0034668	58.339	65.273	137.38	31.341	40.224	699	3.8714	31.466	0.077153	vapor
844	2								288.09	0.0034711	58.371	65.313	137.42	31.352	40.232	699.4	3.8583	31.506	0.077282	vapor
845	2								287.74	0.0034754	58.403	65.353	137.47	31.362	40.24	699.81	3.8453	31.547	0.077411	vapor
846	2								287.38	0.0034797	58.434	65.394	137.52	31.373	40.249	700.21	3.8324	31.587	0.07754	vapor
847	2								287.03	0.003484	58.466	65.434	137.57	31.384	40.257	700.62	3.8195	31.628	0.077669	vapor
848	2								286.67	0.0034883	58.498	65.474	137.62	31.394	40.265	701.02	3.8066	31.668	0.077799	vapor
849	2								286.32	0.0034926	58.529	65.514	137.66	31.405	40.274	701.42	3.7939	31.709	0.077928	vapor
850	2								285.97	0.0034969	58.561	65.555	137.71	31.416	40.282	701.83	3.7812	31.749	0.078058	vapor
851	2								285.62	0.0035012	58.593	65.595	137.76	31.427	40.291	702.23	3.7685	31.79	0.078187	vapor
852	2								285.27	0.0035055	58.624	65.635	137.8	31.437	40.299	702.63	3.7559	31.83	0.078317	vapor
853	2								284.92	0.0035097	58.656	65.676	137.85	31.448	40.308	703.03	3.7434	31.871	0.078447	vapor
854	2								284.57	0.003514	58.688	65.716	137.9	31.459	40.316	703.43	3.7309	31.911	0.078577	vapor
855	2								284.23	0.0035183	58.72	65.756	137.95	31.47	40.325	703.83	3.7185	31.951	0.078706	vapor
856	2								283.88	0.0035226	58.751	65.797	137.99	31.481	40.334	704.23	3.7061	31.992	0.078836	vapor
857	2								283.53	0.0035269	58.783	65.837	138.04	31.492	40.342	704.63	3.6938	32.032	0.078966	vapor
858	2								283.19	0.0035312	58.815	65.877	138.09	31.503	40.351	705.03	3.6816	32.073	0.079096	vapor
859	2								282.85	0.0035355	58.847	65.918	138.13	31.513	40.36	705.43	3.6694	32.113	0.079227	vapor
860	2								282.5	0.0035398	58.878	65.958	138.18	31.524	40.368	705.83	3.6572	32.153	0.079357	vapor
861	2								282.16	0.0035441	58.91	65.998	138.23	31.535	40.377	706.23	3.6451	32.194	0.079487	vapor
862	2								281.82	0.0035483	58.942	66.039	138.28	31.546	40.386	706.63	3.6331	32.234	0.079617	vapor
863	2								281.48	0.0035526	58.974	66.079	138.32	31.557	40.395	707.03	3.6211	32.274	0.079748	vapor
864	2								281.14	0.0035569	59.006	66.12	138.37	31.568	40.403	707.43	3.6092	32.315	0.079878	vapor
865	2								280.8	0.0035612	59.038	66.16	138.42	31.579	40.412	707.82	3.5973	32.355	0.080009	vapor
866	2								280.47	0.0035655	59.069	66.2	138.46	31.59	40.421	708.22	3.5855	32.395	0.080139	vapor
867	2								280.13	0.0035698	59.101	66.241	138.51	31.601	40.43	708.62	3.5737	32.435	0.08027	vapor
868	2								279.79	0.0035741	59.133	66.281	138.56	31.612	40.439	709.01	3.562	32.476	0.080401	vapor
869	2								279.46	0.0035783	59.165	66.322	138.6	31.623	40.448	709.41	3.5504	32.516	0.080532	vapor
870	2								279.12	0.0035826	59.197	66.362	138.65	31.634	40.457	709.81	3.5388	32.556	0.080663	vapor
871	2								278.79	0.0035869	59.229	66.403	138.7	31.645	40.466	710.2	3.5272	32.596	0.080794	vapor
872	2								278.46	0.0035912	59.261	66.443	138.74	31.656	40.475	710.6	3.5157	32.636	0.080925	vapor
873	2								278.13	0.0035955	59.293	66.484	138.79	31.667	40.484	710.99	3.5042	32.677	0.081056	vapor
874	2								277.8	0.0035998	59.325	66.524	138.83	31.679	40.493	711.39	3.4928	32.717	0.081187	vapor
875	2								277.47	0.003604	59.356	66.565	138.88	31.69	40.502	711.78	3.4815	32.757	0.081318	vapor
876	2								277.14	0.0036083	59.388	66.605	138.93	31.701	40.511	712.17	3.4702	32.797	0.081449	vapor
877	2								276.81	0.0036126	59.42	66.646	138.97	31.712	40.52	712.57	3.4589	32.837	0.08158	vapor
878	2								276.48	0.0036169	59.452	66.686	139.02	31.723	40.53	712.96	3.4477	32.877	0.081712	vapor
879	2								276.16	0.0036211	59.484	66.727	139.07	31.734	40.539	713.35	3.4365	32.917	0.081843	vapor
880	2								275.83	0.0036254	59.516	66.767	139.11	31.745	40.548	713.75	3.4254	32.957	0.081975	vapor
881	2								275.5	0.0036297	59.548	66.808	139.16	31.757	40.557	714.14	3.4144	32.998	0.082106	vapor
882	2								275.18	0.003634	59.58	66.848	139.2	31.768	40.567	714.53	3.4034	33.038	0.082238	vapor
883	2								274.86	0.0036383	59.612	66.889	139.25	31.779	40.576	714.92	3.3924	33.078	0.08237	vapor
884	2								274.53	0.0036425	59.644	66.929	139.3	31.79	40.585	715.31	3.3815	33.118	0.082501	vapor
885	2								274.21	0.0036468	59.676	66.97	139.34	31.802	40.595	715.7	3.3706	33.158	0.082633	vapor
886	2								273.89	0.0036511	59.708	67.011	139.39	31.813	40.604	716.1	3.3598	33.198	0.082765	vapor
887	2								273.57	0.0036554	59.74	67.051	139.43	31.824	40.613	716.49	3.349	33.238	0.082897	vapor
888	2								273.25	0.0036596	59.773	67.092	139.48	31.835	40.623	716.88	3.3383	33.278	0.083029	vapor
889	2								272.93	0.0036639	59.805	67.132	139.52	31.847	40.632	717.27	3.3276	33.318	0.083161	vapor
890	2								272.61	0.0036682	59.837	67.173	139.57	31.858	40.642	717.66	3.317	33.358	0.083293	vapor
891	2								272.3	0.0036725	59.869	67.214	139.62	31.869	40.651	718.04	3.3064	33.398	0.083425	vapor
892	2								271.98	0.0036767	59.901	67.254	139.66	31.881	40.661	718.43	3.2958	33.437	0.083558	vapor
893	2								271.67	0.003681	59.933	67.295	139.71	31.892	40.67	718.82	3.2854	33.477	0.08369	vapor
894	2								271.35	0.0036853	59.965	67.336	139.75	31.903	40.68	719.21	3.2749	33.517	0.083822	vapor
895	2								271.04	0.0036895	59.997	67.376	139.8	31.915	40.689	719.6	3.2645	33.557	0.083955	vapor
896	2								270.72	0.0036938	60.029	67.417	139.84	31.926	40.699	719.98	3.2541	33.597	0.084087	vapor
897	2								270.41	0.0036981	60.062	67.458	139.89	31.937	40.708	720.37	3.2438	33.637	0.08422	vapor
898	2								270.1	0.0037023	60.094	67.499	139.93	31.949	40.718	720.76	3.2335	33.677	0.084352	vapor
899	2								269.79	0.0037066	60.126	67.539	139.98	31.96	40.728	721.15	3.2233	33.717	0.084485	vapor
900	2								269.48	0.0037109	60.158	67.58	140.02	31.971	40.737	721.53	3.2131	33.756	0.084618	vapor
901	2								269.17	0.0037152	60.19	67.621	140.07	31.983	40.747	721.92	3.203	33.796	0.08475	vapor
902	2								268.86	0.0037194	60.223	67.661	140.12	31.994	40.757	722.3	3.1929	33.836	0.084883	vapor
903	2								268.55	0.0037237	60.255	67.702	140.16	32.006	40.766	722.69	3.1828	33.876	0.085016	vapor
904	2								268.24	0.003728	60.287	67.743	140.21	32.017	40.776	723.07	3.1728	33.916	0.085149	vapor
905	2								267.94	0.0037322	60.319	67.784	140.25	32.029	40.786	723.46	3.1628	33.955	0.085282	vapor
906	2								267.63	0.0037365	60.352	67.825	140.3	32.04	40.796	723.84	3.1529	33.995	0.085415	vapor
907	2								267.33	0.0037408	60.384	67.865	140.34	32.052	40.805	724.23	3.143	34.035	0.085548	vapor
908	2								267.02	0.003745	60.416	67.906	140.39	32.063	40.815	724.61	3.1331	34.075	0.085681	vapor
909	2								266.72	0.0037493	60.448	67.947	140.43	32.075	40.825	725	3.1233	34.114	0.085814	vapor
910	2								266.41	0.0037536	60.481	67.988	140.48	32.086	40.835	725.38	3.1136	34.154	0.085947	vapor
911	2								266.11	0.0037578	60.513	68.029	140.52	32.098	40.845	725.76	3.1038	34.194	0.086081	vapor
912	2								265.81	0.0037621	60.545	68.07	140.57	32.109	40.855	726.14	3.0942	34.233	0.086214	vapor
913	2								265.51	0.0037663	60.578	68.11	140.61	32.121	40.865	726.53	3.0845	34.273	0.086348	vapor
914	2								265.21	0.0037706	60.61	68.151	140.65	32.132	40.874	726.91	3.0749	34.313	0.086481	vapor
915	2								264.91	0.0037749	60.642	68.192	140.7	32.144	40.884	727.29	3.0653	34.352	0.086614	vapor
916	2								264.61	0.0037791	60.675	68.233	140.74	32.155	40.894	727.67	3.0558	34.392	0.086748	vapor
917	2								264.31	0.0037834	60.707	68.274	140.79	32.167	40.904	728.05	3.0463	34.432	0.086882	vapor
918	2								264.02	0.0037877	60.74	68.315	140.83	32.178	40.914	728.44	3.0369	34.471	0.087015	vapor
919	2								263.72	0.0037919	60.772	68.356	140.88	32.19	40.924	728.82	3.0275	34.511	0.087149	vapor
920	2								263.42	0.0037962	60.804	68.397	140.92	32.202	40.934	729.2	3.0181	34.55	0.087283	vapor
921	2								263.13	0.0038004	60.837	68.438	140.97	32.213	40.944	729.58	3.0088	34.59	0.087417	vapor
922	2								262.83	0.0038047	60.869	68.479	141.01	32.225	40.954	729.96	2.9995	34.629	0.087551	vapor
923	2								262.54	0.003809	60.902	68.52	141.06	32.236	40.964	730.34	2.9903	34.669	0.087684	vapor
924	2								262.25	0.0038132	60.934	68.56	141.1	32.248	40.975	730.72	2.981	34.708	0.087818	vapor
925	2								261.95	0.0038175	60.967	68.601	141.14	32.26	40.985	731.09	2.9719	34.748	0.087952	vapor
926	2								261.66	0.0038217	60.999	68.642	141.19	32.271	40.995	731.47	2.9627	34.787	0.088087	vapor
927	2								261.37	0.003826	61.031	68.683	141.23	32.283	41.005	731.85	2.9536	34.827	0.088221	vapor
928	2								261.08	0.0038302	61.064	68.724	141.28	32.295	41.015	732.23	2.9446	34.866	0.088355	vapor
929	2								260.79	0.0038345	61.096	68.765	141.32	32.306	41.025	732.61	2.9355	34.906	0.088489	vapor
930	2								260.5	0.0038388	61.129	68.807	141.37	32.318	41.035	732.98	2.9265	34.945	0.088623	vapor
931	2								260.21	0.003843	61.162	68.848	141.41	32.33	41.046	733.36	2.9176	34.985	0.088758	vapor
932	2								259.92	0.0038473	61.194	68.889	141.45	32.341	41.056	733.74	2.9087	35.024	0.088892	vapor
933	2								259.64	0.0038515	61.227	68.93	141.5	32.353	41.066	734.12	2.8998	35.064	0.089026	vapor
934	2								259.35	0.0038558	61.259	68.971	141.54	32.365	41.076	734.49	2.891	35.103	0.089161	vapor
935	2								259.06	0.00386	61.292	69.012	141.59	32.376	41.087	734.87	2.8821	35.142	0.089295	vapor
936	2								258.78	0.0038643	61.324	69.053	141.63	32.388	41.097	735.24	2.8734	35.182	0.08943	vapor
937	2								258.49	0.0038686	61.357	69.094	141.67	32.4	41.107	735.62	2.8646	35.221	0.089565	vapor
938	2								258.21	0.0038728	61.39	69.135	141.72	32.412	41.117	736	2.8559	35.26	0.089699	vapor
939	2								257.93	0.0038771	61.422	69.176	141.76	32.423	41.128	736.37	2.8473	35.3	0.089834	vapor
940	2								257.64	0.0038813	61.455	69.217	141.8	32.435	41.138	736.75	2.8386	35.339	0.089969	vapor
941	2								257.36	0.0038856	61.487	69.259	141.85	32.447	41.148	737.12	2.83	35.378	0.090104	vapor
942	2								257.08	0.0038898	61.52	69.3	141.89	32.459	41.159	737.49	2.8215	35.418	0.090239	vapor
943	2								256.8	0.0038941	61.553	69.341	141.94	32.47	41.169	737.87	2.8129	35.457	0.090373	vapor
944	2								256.52	0.0038983	61.585	69.382	141.98	32.482	41.179	738.24	2.8044	35.496	0.090508	vapor
945	2								256.24	0.0039026	61.618	69.423	142.02	32.494	41.19	738.62	2.796	35.535	0.090643	vapor
946	2								255.96	0.0039068	61.651	69.464	142.07	32.506	41.2	738.99	2.7876	35.575	0.090778	vapor
947	2								255.68	0.0039111	61.683	69.506	142.11	32.517	41.211	739.36	2.7792	35.614	0.090914	vapor
948	2								255.41	0.0039153	61.716	69.547	142.15	32.529	41.221	739.74	2.7708	35.653	0.091049	vapor
949	2								255.13	0.0039196	61.749	69.588	142.2	32.541	41.232	740.11	2.7625	35.692	0.091184	vapor
950	2								254.85	0.0039238	61.782	69.629	142.24	32.553	41.242	740.48	2.7542	35.731	0.091319	vapor
951	2								254.58	0.0039281	61.814	69.671	142.28	32.565	41.253	740.85	2.7459	35.771	0.091454	vapor
952	2								254.3	0.0039323	61.847	69.712	142.33	32.576	41.263	741.22	2.7377	35.81	0.09159	vapor
953	2								254.03	0.0039366	61.88	69.753	142.37	32.588	41.273	741.59	2.7295	35.849	0.091725	vapor
954	2								253.75	0.0039408	61.913	69.794	142.41	32.6	41.284	741.97	2.7213	35.888	0.091861	vapor
955	2								253.48	0.0039451	61.945	69.836	142.46	32.612	41.295	742.34	2.7132	35.927	0.091996	vapor
956	2								253.21	0.0039493	61.978	69.877	142.5	32.624	41.305	742.71	2.7051	35.966	0.092132	vapor
957	2								252.94	0.0039536	62.011	69.918	142.54	32.636	41.316	743.08	2.6971	36.005	0.092267	vapor
958	2								252.66	0.0039578	62.044	69.96	142.59	32.648	41.326	743.45	2.689	36.044	0.092403	vapor
959	2								252.39	0.0039621	62.077	70.001	142.63	32.659	41.337	743.82	2.681	36.083	0.092538	vapor
960	2								252.12	0.0039663	62.11	70.042	142.67	32.671	41.347	744.19	2.673	36.123	0.092674	vapor
961	2								251.85	0.0039706	62.142	70.084	142.72	32.683	41.358	744.56	2.6651	36.162	0.09281	vapor
962	2								251.58	0.0039748	62.175	70.125	142.76	32.695	41.369	744.93	2.6572	36.201	0.092946	vapor
963	2								251.32	0.0039791	62.208	70.166	142.8	32.707	41.379	745.29	2.6493	36.24	0.093081	vapor
964	2								251.05	0.0039833	62.241	70.208	142.85	32.719	41.39	745.66	2.6415	36.279	0.093217	vapor
965	2								250.78	0.0039875	62.274	70.249	142.89	32.731	41.4	746.03	2.6336	36.318	0.093353	vapor
